URL,Type,Subtype,Price,Bedroom,Living_area,Locality,Swimming_pool,Garden_area,Surface_of_land,Terrace,Kitchen
https://www.immoweb.be/en/classified/apartment-block/for-sale/diepenbeek/3590/10665682,house,apartment block,680000,8,435.0,3590,False,,1388,True,installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/diepenbeek/3590/10665681,house,exceptional property,680000,8,435.0,3590,False,,1388,True,installed
https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/10665680,apartment,penthouse,390000,2,,1030,False,,,True,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/10665668,apartment group,apartment group,325000 - 595000,,,1140,False,,,True,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10665666,apartment,apartment,325000,1,76.0,1140,False,,,True,usa hyper equipped
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10665665,apartment,apartment,375000,2,102.0,1140,False,,,True,usa hyper equipped
https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10665662,apartment,apartment,273900,2,,8000,False,,,True,
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/10665661,apartment,apartment,215000,2,94.0,2650,False,,,True,semi equipped
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/10665660,house,house,323500,4,,9230,False,,160,True,
https://www.immoweb.be/en/classified/house/for-sale/zelzate/9060/10665659,house,house,382900,3,,9060,False,,163,True,
https://www.immoweb.be/en/classified/penthouse/for-sale/nivelles/1400/10665658,apartment,penthouse,298000,2,100.0,1400,False,,,True,installed
https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/10665656,apartment,flat studio,85000,0,22.0,5000,False,,,True,semi equipped
https://www.immoweb.be/en/classified/villa/for-sale/grimbergen/1850/10665655,house,villa,1800000,5,392.0,1850,False,12440,13890,True,installed
https://www.immoweb.be/en/classified/house/for-sale/hermee/4680/10665653,house,house,225000,3,134.0,4680,False,,253,True,
https://www.immoweb.be/en/classified/apartment/for-sale/kapelle-op-den-bos/1880/10665652,apartment,apartment,355000,2,84.0,1880,False,,,True,installed
https://www.immoweb.be/en/classified/house/for-sale/goesnes/5353/10665649,house,house,565000,5,388.0,5353,False,,23000,True,installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/9520493,house,mixed use building,3200000,0,1038.0,1000,False,12,490,True,installed
https://www.immoweb.be/en/classified/apartment-block/for-sale/pentagone%20%28bruxelles%29/1000/10637797,house,apartment block,350000,4,100.0,1000,False,,100,True,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/bruxelles/1000/10641182,house,exceptional property,720000,4,180.0,1000,False,,96,True,hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10641185,house,apartment block,1075000,8,663.0,1000,False,,251,True,hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10645544,house,apartment block,1350000,0,205.0,1000,False,,205,True,usa hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/pentagone%20%28bruxelles%29/1000/10331063,house,apartment block,1290000,5,526.0,1000,False,,105,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10346514,house,house,550000,2,82.0,1000,False,,83,True,usa hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10321165,house,house,685000,5,280.0,1000,False,70,149,True,semi equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10582144,house,house,1050000,6,334.0,1000,False,700,770,True,semi equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10537936,house,house,1590000,5,452.0,1000,False,,1869,True,hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10612074,house,house,885000,6,430.0,1000,False,,10,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10664236,house,house,550000,5,265.0,1000,False,,110,True,installed
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10584292,house,house,799000,6,208.0,1000,False,35,0,True,hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10261696,house,apartment block,800000,8,420.0,1000,False,22,0,True,not installed
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10220315,house,house,815000,5,214.0,1000,False,50,103,True,installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/bruxelles/1000/10444661,house,exceptional property,1325000,5,240.0,1000,False,,440,True,installed
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10623345,house,house,4900000,6,600.0,1000,False,,685,True,hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10572628,house,house,790000,4,250.0,1000,False,,100,True,usa hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/brussels/1000/10613973,house,house,895000,6,360.0,1000,False,140,350,True,hyper equipped
https://www.immoweb.be/en/classified/villa/for-sale/bruxelles/1000/10599202,house,villa,1150000,6,550.0,1000,False,1100,1745,True,installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/9963351,house,mixed use building,1350000,6,300.0,1000,False,,76,True,usa installed
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10641273,house,house,1085000,5,305.0,1000,False,200,0,True,hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/brussels/1000/10632560,house,apartment block,1350000,3,205.0,1000,False,,110,True,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/9522218,house,mixed use building,3200000,1,1425.0,1000,False,100,500,True,installed
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10545726,house,apartment block,625000,6,350.0,1000,False,200,411,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10603644,house,house,2990000,5,462.0,1000,False,,12300,True,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/9521970,house,apartment block,3200000,0,1425.0,1000,False,120,0,True,semi equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10648014,house,apartment block,1900000,7,566.0,1000,False,,0,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10652551,house,house,549000,6,248.0,1000,False,14,80,True,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10438091,house,mixed use building,750000,4,330.0,1000,False,,71,True,installed
https://www.immoweb.be/en/classified/house/for-sale/froidmont/7504/10665647,house,house,259000,4,,7504,False,,810,True,
https://www.immoweb.be/en/classified/house/for-sale/moorslede/8890/10665641,house,house,375000,5,250.0,8890,False,,630,True,installed
https://www.immoweb.be/en/classified/apartment/for-sale/de%20panne/8660/10468164,apartment,apartment,199000,1,60.0,8660,False,,,True,installed
https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10665638,house,house,485000,4,311.0,1840,False,,634,True,installed
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10665634,house,house,319000,4,120.0,9000,False,,51,True,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10665633,house,house,619000,4,161.0,9000,False,71,176,True,
https://www.immoweb.be/en/classified/house/for-sale/gent/9050/10665632,house,house,429000,3,130.0,9050,False,30,75,True,
https://www.immoweb.be/en/classified/house/for-sale/heule/8501/10665630,house,house,184000,4,160.0,8501,False,,804,True,installed
https://www.immoweb.be/en/classified/house/for-sale/ledegem/8880/10665629,house,house,189000,4,,8880,False,,318,True,installed
https://www.immoweb.be/en/classified/apartment/for-sale/sint-truiden/3800/10665628,apartment,apartment,343000,2,91.0,3800,False,24,,True,installed
https://www.immoweb.be/en/classified/apartment/for-sale/sint-truiden/3800/10665627,apartment,apartment,219000,1,57.0,3800,False,14,,True,installed
https://www.immoweb.be/en/classified/house/for-sale/tongeren/3700/10665625,house,house,350000,3,185.0,3700,False,101,264,True,
https://www.immoweb.be/en/classified/house/for-sale/tongeren/3700/10665624,house,house,352500,3,186.0,3700,False,108,263,True,
https://www.immoweb.be/en/classified/house/for-sale/tongeren/3700/10665623,house,house,355000,3,187.0,3700,False,108,263,True,
https://www.immoweb.be/en/classified/house/for-sale/tongeren/3700/10665622,house,house,355000,3,187.0,3700,False,111,263,True,
https://www.immoweb.be/en/classified/house/for-sale/tongeren/3700/10665621,house,house,357500,3,185.0,3700,False,113,263,True,
https://www.immoweb.be/en/classified/house/for-sale/tongeren/3700/10665620,house,house,360000,3,186.0,3700,False,116,445,True,
https://www.immoweb.be/en/classified/apartment/for-sale/tielt/8700/10665618,apartment,apartment,205000,3,126.0,8700,False,,,True,
https://www.immoweb.be/en/classified/villa/for-sale/izegem/8870/10665617,house,villa,279000,3,,8870,False,,699,True,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10551748,apartment,apartment,260000,2,90.0,9000,False,,,True,installed
https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/10665616,house,house,265000,3,162.0,8650,False,272,352,True,installed
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/welden/9700/10665609,house group,house group,344000 - 375000,,,9700,False,,,True,
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/10665608,house,house,373000,3,160.0,9700,False,,401,True,hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/10665607,house,house,350000,3,169.0,9700,False,,330,True,hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/10665606,house,house,344000,3,164.0,9700,False,,316,True,hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/10665604,house,house,375000,3,161.0,9700,False,,429,True,hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/huldenberg/3040/10665603,house,house,620000,4,,3040,False,,500,True,
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10665602,apartment,apartment,249000,2,103.0,9800,False,,,True,installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deinze/9800/10665600,house,mixed use building,1197000,8,825.0,9800,False,,538,True,
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10665599,apartment,apartment,349000,2,115.0,9800,False,,,True,installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brussels/1000/10649404,house,mixed use building,1590000,0,1000.0,1000,False,,1000,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10656409,house,house,650000,3,220.0,1000,False,41,0,True,hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10597069,house,house,449000,2,120.0,1000,False,,0,True,installed
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10498546,house,apartment block,850000,5,250.0,1000,False,,65,True,semi equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10252033,house,apartment block,1850000,4,468.0,1000,False,,0,True,usa hyper equipped
https://www.immoweb.be/en/classified/mansion/for-sale/bruxelles/1000/10609388,house,mansion,1950000,6,400.0,1000,False,40,0,True,hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10582087,house,house,2200000,4,275.0,1000,False,50,342,True,usa hyper equipped
https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1000/10614272,house,mansion,3000000,5,700.0,1000,False,,300,True,installed
https://www.immoweb.be/en/classified/mansion/for-sale/brussels%20city/1000/10544668,house,mansion,1500000,5,427.0,1000,False,,489,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10642317,house,house,775000,3,151.0,1000,False,,0,True,usa hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10590607,house,house,550000,2,108.0,1000,False,,0,True,usa hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10642579,house,apartment block,990000,0,439.0,1000,False,20,145,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10632399,house,house,775000,3,150.0,1000,False,15,0,True,installed
https://www.immoweb.be/en/classified/apartment-block/for-sale/brussels/1000/10537852,house,apartment block,1100000,2,325.0,1000,False,,86,True,usa hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10452091,house,apartment block,8000000,0,1950.0,1000,False,,900,True,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10635212,house,mixed use building,565000,0,220.0,1000,False,,46,True,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10632568,house,apartment block,1100000,5,300.0,1000,False,,120,True,installed
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10135971,house,house,1195000,5,245.0,1000,False,,0,True,hyper equipped
https://www.immoweb.be/en/classified/mansion/for-sale/bruxelles/1000/10102258,house,mansion,1275000,3,450.0,1000,False,,100,True,hyper equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10638175,house,mixed use building,890000,0,320.0,1000,False,,70,True,not installed
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10600632,house,house,695000,3,220.0,1000,False,41,0,True,hyper equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/9776162,house,mixed use building,1420000,8,587.0,1000,False,,129,True,usa hyper equipped
https://www.immoweb.be/en/classified/castle/for-sale/bruxelles/1000/9409948,house,castle,3950000,14,1240.0,1000,False,150000,153030,True,hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10621305,house,apartment block,849000,5,220.0,1000,False,,50,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10537332,house,house,885000,7,345.0,1000,False,55,0,True,hyper equipped
https://www.immoweb.be/en/classified/mansion/for-sale/koekelberg/1000/10599873,house,mansion,2450000,10,1200.0,1000,False,,1114,True,semi equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10625427,house,house,4900000,6,592.0,1000,False,480,685,True,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10397275,house,house,1300000,5,380.0,1000,False,102,232,True,usa hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10582453,house,house,3950000,5,530.0,1000,False,,213,True,hyper equipped
